Location,DataId,Indicator,Value,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,SDRID,RegionId,SurveyType,DenominatorWeighted,DenominatorUnweighted,LevelRank
Nairobi,4393964,Women who can read part of a sentence,7.3,2008,KE2008DHS,ED_LITR_W_RDP,231233030,I,416001,1416090,EDLITRWRDP,KEDHS2008416001,DHS,728,952,1
Coast,6331470,Women who cannot read at all,27.4,2008,KE2008DHS,ED_LITR_W_NRD,231233040,I,416003,1416010,EDLITRWNRD,KEDHS2008416003,DHS,674,1149,1
North Eastern,4561393,Women who cannot read at all,78.4,2008,KE2008DHS,ED_LITR_W_NRD,231233040,I,416008,1416020,EDLITRWNRD,KEDHS2008416008,DHS,184,608,1
Eastern,6846317,Women who cannot read at all,12.8,2008,KE2008DHS,ED_LITR_W_NRD,231233040,I,416004,1416030,EDLITRWNRD,KEDHS2008416004,DHS,1376,1127,1
Central,6422318,Women who cannot read at all,3.9,2008,KE2008DHS,ED_LITR_W_NRD,231233040,I,416002,1416040,EDLITRWNRD,KEDHS2008416002,DHS,905,973,1
Rift Valley,1670640,Women who cannot read at all,15.9,2008,KE2008DHS,ED_LITR_W_NRD,231233040,I,416006,1416050,EDLITRWNRD,KEDHS2008416006,DHS,2262,1278,1
Western,2349303,Women who cannot read at all,15.3,2008,KE2008DHS,ED_LITR_W_NRD,231233040,I,416007,1416070,EDLITRWNRD,KEDHS2008416007,DHS,927,1039,1
Nyanza,2888078,Women who cannot read at all,9.4,2008,KE2008DHS,ED_LITR_W_NRD,231233040,I,416005,1416080,EDLITRWNRD,KEDHS2008416005,DHS,1389,1318,1
Nairobi,4393960,Women who cannot read at all,3.6,2008,KE2008DHS,ED_LITR_W_NRD,231233040,I,416001,1416090,EDLITRWNRD,KEDHS2008416001,DHS,728,952,1
Coast,6331475,Women for whom no card with required language was available,0,2008,KE2008DHS,ED_LITR_W_NCD,231233050,I,416003,1416010,EDLITRWNCD,KEDHS2008416003,DHS,674,1149,1
North Eastern,4561400,Women for whom no card with required language was available,0,2008,KE2008DHS,ED_LITR_W_NCD,231233050,I,416008,1416020,EDLITRWNCD,KEDHS2008416008,DHS,184,608,1
Eastern,6846329,Women for whom no card with required language was available,0,2008,KE2008DHS,ED_LITR_W_NCD,231233050,I,416004,1416030,EDLITRWNCD,KEDHS2008416004,DHS,1376,1127,1
Central,6422354,Women for whom no card with required language was available,0.1,2008,KE2008DHS,ED_LITR_W_NCD,231233050,I,416002,1416040,EDLITRWNCD,KEDHS2008416002,DHS,905,973,1
Rift Valley,1670647,Women for whom no card with required language was available,1.8,2008,KE2008DHS,ED_LITR_W_NCD,231233050,I,416006,1416050,EDLITRWNCD,KEDHS2008416006,DHS,2262,1278,1
Western,2349323,Women for whom no card with required language was available,0,2008,KE2008DHS,ED_LITR_W_NCD,231233050,I,416007,1416070,EDLITRWNCD,KEDHS2008416007,DHS,927,1039,1
Nyanza,2888244,Women for whom no card with required language was available,0.1,2008,KE2008DHS,ED_LITR_W_NCD,231233050,I,416005,1416080,EDLITRWNCD,KEDHS2008416005,DHS,1389,1318,1
Nairobi,4393971,Women for whom no card with required language was available,0,2008,KE2008DHS,ED_LITR_W_NCD,231233050,I,416001,1416090,EDLITRWNCD,KEDHS2008416001,DHS,728,952,1
Coast,6331471,Women who are blind/visually impaired,0.2,2008,KE2008DHS,ED_LITR_W_BLD,231233060,I,416003,1416010,EDLITRWBLD,KEDHS2008416003,DHS,674,1149,1
North Eastern,4561394,Women who are blind/visually impaired,0.2,2008,KE2008DHS,ED_LITR_W_BLD,231233060,I,416008,1416020,EDLITRWBLD,KEDHS2008416008,DHS,184,608,1
Eastern,6846318,Women who are blind/visually impaired,0.2,2008,KE2008DHS,ED_LITR_W_BLD,231233060,I,416004,1416030,EDLITRWBLD,KEDHS2008416004,DHS,1376,1127,1
Central,6422319,Women who are blind/visually impaired,0.4,2008,KE2008DHS,ED_LITR_W_BLD,231233060,I,416002,1416040,EDLITRWBLD,KEDHS2008416002,DHS,905,973,1
Rift Valley,1670641,Women who are blind/visually impaired,0.2,2008,KE2008DHS,ED_LITR_W_BLD,231233060,I,416006,1416050,EDLITRWBLD,KEDHS2008416006,DHS,2262,1278,1
Western,2349311,Women who are blind/visually impaired,0,2008,KE2008DHS,ED_LITR_W_BLD,231233060,I,416007,1416070,EDLITRWBLD,KEDHS2008416007,DHS,927,1039,1
Nyanza,2888079,Women who are blind/visually impaired,0.5,2008,KE2008DHS,ED_LITR_W_BLD,231233060,I,416005,1416080,EDLITRWBLD,KEDHS2008416005,DHS,1389,1318,1
Nairobi,4393961,Women who are blind/visually impaired,0.1,2008,KE2008DHS,ED_LITR_W_BLD,231233060,I,416001,1416090,EDLITRWBLD,KEDHS2008416001,DHS,728,952,1
Coast,6331476,Women with missing information on literacy,0.1,2008,KE2008DHS,ED_LITR_W_MIS,231233070,S,416003,1416010,EDLITRWMIS,KEDHS2008416003,DHS,674,1149,1
North Eastern,4561401,Women with missing information on literacy,0.2,2008,KE2008DHS,ED_LITR_W_MIS,231233070,S,416008,1416020,EDLITRWMIS,KEDHS2008416008,DHS,184,608,1
Eastern,6846330,Women with missing information on literacy,0.1,2008,KE2008DHS,ED_LITR_W_MIS,231233070,S,416004,1416030,EDLITRWMIS,KEDHS2008416004,DHS,1376,1127,1
Central,6422355,Women with missing information on literacy,0.3,2008,KE2008DHS,ED_LITR_W_MIS,231233070,S,416002,1416040,EDLITRWMIS,KEDHS2008416002,DHS,905,973,1
Rift Valley,1670648,Women with missing information on literacy,0,2008,KE2008DHS,ED_LITR_W_MIS,231233070,S,416006,1416050,EDLITRWMIS,KEDHS2008416006,DHS,2262,1278,1
Western,2349351,Women with missing information on literacy,0.3,2008,KE2008DHS,ED_LITR_W_MIS,231233070,S,416007,1416070,EDLITRWMIS,KEDHS2008416007,DHS,927,1039,1
Nyanza,2888245,Women with missing information on literacy,0.1,2008,KE2008DHS,ED_LITR_W_MIS,231233070,S,416005,1416080,EDLITRWMIS,KEDHS2008416005,DHS,1389,1318,1
Nairobi,4393972,Women with missing information on literacy,0.5,2008,KE2008DHS,ED_LITR_W_MIS,231233070,S,416001,1416090,EDLITRWMIS,KEDHS2008416001,DHS,728,952,1
Coast,6331473,Women's literacy: Total,100,2008,KE2008DHS,ED_LITR_W_TOT,231233080,T,416003,1416010,EDLITRWTOT,KEDHS2008416003,DHS,674,1149,1
North Eastern,4561398,Women's literacy: Total,100,2008,KE2008DHS,ED_LITR_W_TOT,231233080,T,416008,1416020,EDLITRWTOT,KEDHS2008416008,DHS,184,608,1
Eastern,6846327,Women's literacy: Total,100,2008,KE2008DHS,ED_LITR_W_TOT,231233080,T,416004,1416030,EDLITRWTOT,KEDHS2008416004,DHS,1376,1127,1
Central,6422352,Women's literacy: Total,100,2008,KE2008DHS,ED_LITR_W_TOT,231233080,T,416002,1416040,EDLITRWTOT,KEDHS2008416002,DHS,905,973,1
Rift Valley,1670645,Women's literacy: Total,100,2008,KE2008DHS,ED_LITR_W_TOT,231233080,T,416006,1416050,EDLITRWTOT,KEDHS2008416006,DHS,2262,1278,1
Western,2349321,Women's literacy: Total,100,2008,KE2008DHS,ED_LITR_W_TOT,231233080,T,416007,1416070,EDLITRWTOT,KEDHS2008416007,DHS,927,1039,1
Nyanza,2888083,Women's literacy: Total,100,2008,KE2008DHS,ED_LITR_W_TOT,231233080,T,416005,1416080,EDLITRWTOT,KEDHS2008416005,DHS,1389,1318,1
Nairobi,4393969,Women's literacy: Total,100,2008,KE2008DHS,ED_LITR_W_TOT,231233080,T,416001,1416090,EDLITRWTOT,KEDHS2008416001,DHS,728,952,1
Coast,6331474,Women who are literate,72.4,2008,KE2008DHS,ED_LITR_W_LIT,231233090,I,416003,1416010,EDLITRWLIT,KEDHS2008416003,DHS,674,1149,1
North Eastern,4561399,Women who are literate,21.2,2008,KE2008DHS,ED_LITR_W_LIT,231233090,I,416008,1416020,EDLITRWLIT,KEDHS2008416008,DHS,184,608,1
Eastern,6846328,Women who are literate,86.9,2008,KE2008DHS,ED_LITR_W_LIT,231233090,I,416004,1416030,EDLITRWLIT,KEDHS2008416004,DHS,1376,1127,1
Central,6422353,Women who are literate,95.3,2008,KE2008DHS,ED_LITR_W_LIT,231233090,I,416002,1416040,EDLITRWLIT,KEDHS2008416002,DHS,905,973,1
Rift Valley,1670646,Women who are literate,82.1,2008,KE2008DHS,ED_LITR_W_LIT,231233090,I,416006,1416050,EDLITRWLIT,KEDHS2008416006,DHS,2262,1278,1
Western,2349322,Women who are literate,84.4,2008,KE2008DHS,ED_LITR_W_LIT,231233090,I,416007,1416070,EDLITRWLIT,KEDHS2008416007,DHS,927,1039,1
Nyanza,2888084,Women who are literate,89.8,2008,KE2008DHS,ED_LITR_W_LIT,231233090,I,416005,1416080,EDLITRWLIT,KEDHS2008416005,DHS,1389,1318,1
Nairobi,4393970,Women who are literate,95.8,2008,KE2008DHS,ED_LITR_W_LIT,231233090,I,416001,1416090,EDLITRWLIT,KEDHS2008416001,DHS,728,952,1
Coast,5463833,Men with secondary or higher education,49.4,2008,KE2008DHS,ED_LITR_M_SCH,231234120,I,416003,1416010,EDLITRMSCH,KEDHS2008416003,DHS,252,419,1
North Eastern,6654916,Men with secondary or higher education,25.3,2008,KE2008DHS,ED_LITR_M_SCH,231234120,I,416008,1416020,EDLITRMSCH,KEDHS2008416008,DHS,62,199,1
Eastern,1590168,Men with secondary or higher education,37.6,2008,KE2008DHS,ED_LITR_M_SCH,231234120,I,416004,1416030,EDLITRMSCH,KEDHS2008416004,DHS,530,417,1
Central,2956984,Men with secondary or higher education,43,2008,KE2008DHS,ED_LITR_M_SCH,231234120,I,416002,1416040,EDLITRMSCH,KEDHS2008416002,DHS,347,365,1
Rift Valley,6162197,Men with secondary or higher education,44.1,2008,KE2008DHS,ED_LITR_M_SCH,231234120,I,416006,1416050,EDLITRMSCH,KEDHS2008416006,DHS,885,517,1
Western,4745901,Men with secondary or higher education,31.7,2008,KE2008DHS,ED_LITR_M_SCH,231234120,I,416007,1416070,EDLITRMSCH,KEDHS2008416007,DHS,349,429,1
Nyanza,7269264,Men with secondary or higher education,43.1,2008,KE2008DHS,ED_LITR_M_SCH,231234120,I,416005,1416080,EDLITRMSCH,KEDHS2008416005,DHS,520,511,1
Nairobi,5045840,Men with secondary or higher education,78.1,2008,KE2008DHS,ED_LITR_M_SCH,231234120,I,416001,1416090,EDLITRMSCH,KEDHS2008416001,DHS,314,399,1
Coast,5463835,Men who can read a whole sentence,42.7,2008,KE2008DHS,ED_LITR_M_RDW,231234130,I,416003,1416010,EDLITRMRDW,KEDHS2008416003,DHS,252,419,1
North Eastern,6654998,Men who can read a whole sentence,27.5,2008,KE2008DHS,ED_LITR_M_RDW,231234130,I,416008,1416020,EDLITRMRDW,KEDHS2008416008,DHS,62,199,1
Eastern,1590165,Men who can read a whole sentence,43.1,2008,KE2008DHS,ED_LITR_M_RDW,231234130,I,416004,1416030,EDLITRMRDW,KEDHS2008416004,DHS,530,417,1
Central,2956981,Men who can read a whole sentence,43.2,2008,KE2008DHS,ED_LITR_M_RDW,231234130,I,416002,1416040,EDLITRMRDW,KEDHS2008416002,DHS,347,365,1
Rift Valley,6162199,Men who can read a whole sentence,29.4,2008,KE2008DHS,ED_LITR_M_RDW,231234130,I,416006,1416050,EDLITRMRDW,KEDHS2008416006,DHS,885,517,1
Western,4745887,Men who can read a whole sentence,41.4,2008,KE2008DHS,ED_LITR_M_RDW,231234130,I,416007,1416070,EDLITRMRDW,KEDHS2008416007,DHS,349,429,1
Nyanza,7269267,Men who can read a whole sentence,38.7,2008,KE2008DHS,ED_LITR_M_RDW,231234130,I,416005,1416080,EDLITRMRDW,KEDHS2008416005,DHS,520,511,1
Nairobi,5045832,Men who can read a whole sentence,12.5,2008,KE2008DHS,ED_LITR_M_RDW,231234130,I,416001,1416090,EDLITRMRDW,KEDHS2008416001,DHS,314,399,1
Coast,5463834,Men who can read part of a sentence,4.9,2008,KE2008DHS,ED_LITR_M_RDP,231234140,I,416003,1416010,EDLITRMRDP,KEDHS2008416003,DHS,252,419,1
North Eastern,6655001,Men who can read part of a sentence,10.7,2008,KE2008DHS,ED_LITR_M_RDP,231234140,I,416008,1416020,EDLITRMRDP,KEDHS2008416008,DHS,62,199,1
Eastern,1590169,Men who can read part of a sentence,14.6,2008,KE2008DHS,ED_LITR_M_RDP,231234140,I,416004,1416030,EDLITRMRDP,KEDHS2008416004,DHS,530,417,1
Central,2956985,Men who can read part of a sentence,7.2,2008,KE2008DHS,ED_LITR_M_RDP,231234140,I,416002,1416040,EDLITRMRDP,KEDHS2008416002,DHS,347,365,1
Rift Valley,6162198,Men who can read part of a sentence,14.4,2008,KE2008DHS,ED_LITR_M_RDP,231234140,I,416006,1416050,EDLITRMRDP,KEDHS2008416006,DHS,885,517,1
Western,4745902,Men who can read part of a sentence,14.9,2008,KE2008DHS,ED_LITR_M_RDP,231234140,I,416007,1416070,EDLITRMRDP,KEDHS2008416007,DHS,349,429,1
Nyanza,7269265,Men who can read part of a sentence,10,2008,KE2008DHS,ED_LITR_M_RDP,231234140,I,416005,1416080,EDLITRMRDP,KEDHS2008416005,DHS,520,511,1
Nairobi,5045841,Men who can read part of a sentence,7,2008,KE2008DHS,ED_LITR_M_RDP,231234140,I,416001,1416090,EDLITRMRDP,KEDHS2008416001,DHS,314,399,1
Coast,5463836,Men who cannot read at all,2.8,2008,KE2008DHS,ED_LITR_M_NRD,231234150,I,416003,1416010,EDLITRMNRD,KEDHS2008416003,DHS,252,419,1
North Eastern,6654999,Men who cannot read at all,36.4,2008,KE2008DHS,ED_LITR_M_NRD,231234150,I,416008,1416020,EDLITRMNRD,KEDHS2008416008,DHS,62,199,1
Eastern,1590166,Men who cannot read at all,3.9,2008,KE2008DHS,ED_LITR_M_NRD,231234150,I,416004,1416030,EDLITRMNRD,KEDHS2008416004,DHS,530,417,1
Central,2956982,Men who cannot read at all,6.3,2008,KE2008DHS,ED_LITR_M_NRD,231234150,I,416002,1416040,EDLITRMNRD,KEDHS2008416002,DHS,347,365,1
Rift Valley,6162200,Men who cannot read at all,8.9,2008,KE2008DHS,ED_LITR_M_NRD,231234150,I,416006,1416050,EDLITRMNRD,KEDHS2008416006,DHS,885,517,1
Western,4745888,Men who cannot read at all,11.8,2008,KE2008DHS,ED_LITR_M_NRD,231234150,I,416007,1416070,EDLITRMNRD,KEDHS2008416007,DHS,349,429,1
Nyanza,7269268,Men who cannot read at all,7.9,2008,KE2008DHS,ED_LITR_M_NRD,231234150,I,416005,1416080,EDLITRMNRD,KEDHS2008416005,DHS,520,511,1
Nairobi,5045833,Men who cannot read at all,2.2,2008,KE2008DHS,ED_LITR_M_NRD,231234150,I,416001,1416090,EDLITRMNRD,KEDHS2008416001,DHS,314,399,1
Coast,5463838,Men for whom no card with required language was available,0,2008,KE2008DHS,ED_LITR_M_NCD,231234160,I,416003,1416010,EDLITRMNCD,KEDHS2008416003,DHS,252,419,1
North Eastern,6655002,Men for whom no card with required language was available,0,2008,KE2008DHS,ED_LITR_M_NCD,231234160,I,416008,1416020,EDLITRMNCD,KEDHS2008416008,DHS,62,199,1
Eastern,1590170,Men for whom no card with required language was available,0,2008,KE2008DHS,ED_LITR_M_NCD,231234160,I,416004,1416030,EDLITRMNCD,KEDHS2008416004,DHS,530,417,1
Central,2956977,Men for whom no card with required language was available,0.4,2008,KE2008DHS,ED_LITR_M_NCD,231234160,I,416002,1416040,EDLITRMNCD,KEDHS2008416002,DHS,347,365,1
Rift Valley,6162202,Men for whom no card with required language was available,3,2008,KE2008DHS,ED_LITR_M_NCD,231234160,I,416006,1416050,EDLITRMNCD,KEDHS2008416006,DHS,885,517,1
Western,4745883,Men for whom no card with required language was available,0,2008,KE2008DHS,ED_LITR_M_NCD,231234160,I,416007,1416070,EDLITRMNCD,KEDHS2008416007,DHS,349,429,1
Nyanza,7269287,Men for whom no card with required language was available,0,2008,KE2008DHS,ED_LITR_M_NCD,231234160,I,416005,1416080,EDLITRMNCD,KEDHS2008416005,DHS,520,511,1
Nairobi,5045834,Men for whom no card with required language was available,0,2008,KE2008DHS,ED_LITR_M_NCD,231234160,I,416001,1416090,EDLITRMNCD,KEDHS2008416001,DHS,314,399,1
Coast,5463839,Men who are blind/visually impaired,0,2008,KE2008DHS,ED_LITR_M_BLD,231234170,I,416003,1416010,EDLITRMBLD,KEDHS2008416003,DHS,252,419,1
North Eastern,6655076,Men who are blind/visually impaired,0,2008,KE2008DHS,ED_LITR_M_BLD,231234170,I,416008,1416020,EDLITRMBLD,KEDHS2008416008,DHS,62,199,1
Eastern,1590171,Men who are blind/visually impaired,0.1,2008,KE2008DHS,ED_LITR_M_BLD,231234170,I,416004,1416030,EDLITRMBLD,KEDHS2008416004,DHS,530,417,1
Central,2956978,Men who are blind/visually impaired,0,2008,KE2008DHS,ED_LITR_M_BLD,231234170,I,416002,1416040,EDLITRMBLD,KEDHS2008416002,DHS,347,365,1
Rift Valley,6162203,Men who are blind/visually impaired,0,2008,KE2008DHS,ED_LITR_M_BLD,231234170,I,416006,1416050,EDLITRMBLD,KEDHS2008416006,DHS,885,517,1
Western,4745884,Men who are blind/visually impaired,0.2,2008,KE2008DHS,ED_LITR_M_BLD,231234170,I,416007,1416070,EDLITRMBLD,KEDHS2008416007,DHS,349,429,1
Nyanza,7269288,Men who are blind/visually impaired,0.2,2008,KE2008DHS,ED_LITR_M_BLD,231234170,I,416005,1416080,EDLITRMBLD,KEDHS2008416005,DHS,520,511,1
Nairobi,5045835,Men who are blind/visually impaired,0,2008,KE2008DHS,ED_LITR_M_BLD,231234170,I,416001,1416090,EDLITRMBLD,KEDHS2008416001,DHS,314,399,1
Coast,5463888,Men with missing information on literacy,0.2,2008,KE2008DHS,ED_LITR_M_MIS,231234180,S,416003,1416010,EDLITRMMIS,KEDHS2008416003,DHS,252,419,1
North Eastern,6655077,Men with missing information on literacy,0,2008,KE2008DHS,ED_LITR_M_MIS,231234180,S,416008,1416020,EDLITRMMIS,KEDHS2008416008,DHS,62,199,1
Eastern,1590172,Men with missing information on literacy,0.7,2008,KE2008DHS,ED_LITR_M_MIS,231234180,S,416004,1416030,EDLITRMMIS,KEDHS2008416004,DHS,530,417,1
Central,2956979,Men with missing information on literacy,0,2008,KE2008DHS,ED_LITR_M_MIS,231234180,S,416002,1416040,EDLITRMMIS,KEDHS2008416002,DHS,347,365,1
Rift Valley,6162204,Men with missing information on literacy,0.1,2008,KE2008DHS,ED_LITR_M_MIS,231234180,S,416006,1416050,EDLITRMMIS,KEDHS2008416006,DHS,885,517,1
Western,4745885,Men with missing information on literacy,0,2008,KE2008DHS,ED_LITR_M_MIS,231234180,S,416007,1416070,EDLITRMMIS,KEDHS2008416007,DHS,349,429,1
Nyanza,7269289,Men with missing information on literacy,0.1,2008,KE2008DHS,ED_LITR_M_MIS,231234180,S,416005,1416080,EDLITRMMIS,KEDHS2008416005,DHS,520,511,1
Nairobi,5045839,Men with missing information on literacy,0.2,2008,KE2008DHS,ED_LITR_M_MIS,231234180,S,416001,1416090,EDLITRMMIS,KEDHS2008416001,DHS,314,399,1
Coast,5463889,Men's literacy: Total,100,2008,KE2008DHS,ED_LITR_M_TOT,231234190,T,416003,1416010,EDLITRMTOT,KEDHS2008416003,DHS,252,419,1
North Eastern,6655078,Men's literacy: Total,100,2008,KE2008DHS,ED_LITR_M_TOT,231234190,T,416008,1416020,EDLITRMTOT,KEDHS2008416008,DHS,62,199,1
Eastern,1590173,Men's literacy: Total,100,2008,KE2008DHS,ED_LITR_M_TOT,231234190,T,416004,1416030,EDLITRMTOT,KEDHS2008416004,DHS,530,417,1
Central,2956980,Men's literacy: Total,100,2008,KE2008DHS,ED_LITR_M_TOT,231234190,T,416002,1416040,EDLITRMTOT,KEDHS2008416002,DHS,347,365,1
Rift Valley,6162205,Men's literacy: Total,100,2008,KE2008DHS,ED_LITR_M_TOT,231234190,T,416006,1416050,EDLITRMTOT,KEDHS2008416006,DHS,885,517,1
Western,4745886,Men's literacy: Total,100,2008,KE2008DHS,ED_LITR_M_TOT,231234190,T,416007,1416070,EDLITRMTOT,KEDHS2008416007,DHS,349,429,1
Nyanza,7269290,Men's literacy: Total,100,2008,KE2008DHS,ED_LITR_M_TOT,231234190,T,416005,1416080,EDLITRMTOT,KEDHS2008416005,DHS,520,511,1
Nairobi,5045843,Men's literacy: Total,100,2008,KE2008DHS,ED_LITR_M_TOT,231234190,T,416001,1416090,EDLITRMTOT,KEDHS2008416001,DHS,314,399,1
Coast,5463837,Men who are literate,97,2008,KE2008DHS,ED_LITR_M_LIT,231234200,I,416003,1416010,EDLITRMLIT,KEDHS2008416003,DHS,252,419,1
North Eastern,6655000,Men who are literate,63.6,2008,KE2008DHS,ED_LITR_M_LIT,231234200,I,416008,1416020,EDLITRMLIT,KEDHS2008416008,DHS,62,199,1
Eastern,1590167,Men who are literate,95.3,2008,KE2008DHS,ED_LITR_M_LIT,231234200,I,416004,1416030,EDLITRMLIT,KEDHS2008416004,DHS,530,417,1
Central,2956983,Men who are literate,93.3,2008,KE2008DHS,ED_LITR_M_LIT,231234200,I,416002,1416040,EDLITRMLIT,KEDHS2008416002,DHS,347,365,1
Rift Valley,6162201,Men who are literate,88,2008,KE2008DHS,ED_LITR_M_LIT,231234200,I,416006,1416050,EDLITRMLIT,KEDHS2008416006,DHS,885,517,1
Western,4745889,Men who are literate,88,2008,KE2008DHS,ED_LITR_M_LIT,231234200,I,416007,1416070,EDLITRMLIT,KEDHS2008416007,DHS,349,429,1
Nyanza,7269269,Men who are literate,91.8,2008,KE2008DHS,ED_LITR_M_LIT,231234200,I,416005,1416080,EDLITRMLIT,KEDHS2008416005,DHS,520,511,1
Nairobi,5045842,Men who are literate,97.7,2008,KE2008DHS,ED_LITR_M_LIT,231234200,I,416001,1416090,EDLITRMLIT,KEDHS2008416001,DHS,314,399,1
Coast,6551885,Women with secondary or higher education,31.5,2014,KE2014DHS,ED_LITR_W_SCH,231233010,I,416003,1416010,EDLITRWSCH,KEDHS2014416003,DHS,3076,3902,1
Mombasa,1464935,Women with secondary or higher education,48.5,2014,KE2014DHS,ED_LITR_W_SCH,231233010,I,416011,1416011,EDLITRWSCH,KEDHS2014416011,DHS,912,598,2
Kwale,1947326,Women with secondary or higher education,19.8,2014,KE2014DHS,ED_LITR_W_SCH,231233010,I,416012,1416012,EDLITRWSCH,KEDHS2014416012,DHS,619,671,2
Kilifi,4533572,Women with secondary or higher education,26.3,2014,KE2014DHS,ED_LITR_W_SCH,231233010,I,416013,1416013,EDLITRWSCH,KEDHS2014416013,DHS,1043,824,2
Tana River,2812562,Women with secondary or higher education,11.5,2014,KE2014DHS,ED_LITR_W_SCH,231233010,I,416014,1416014,EDLITRWSCH,KEDHS2014416014,DHS,197,686,2
Lamu,2066964,Women with secondary or higher education,22.9,2014,KE2014DHS,ED_LITR_W_SCH,231233010,I,416015,1416015,EDLITRWSCH,KEDHS2014416015,DHS,89,600,2
Taita Taveta,5693542,Women with secondary or higher education,40.6,2014,KE2014DHS,ED_LITR_W_SCH,231233010,I,416016,1416016,EDLITRWSCH,KEDHS2014416016,DHS,215,523,2
North Eastern,4847178,Women with secondary or higher education,10.3,2014,KE2014DHS,ED_LITR_W_SCH,231233010,I,416008,1416020,EDLITRWSCH,KEDHS2014416008,DHS,648,1664,1
Garissa,4927726,Women with secondary or higher education,12,2014,KE2014DHS,ED_LITR_W_SCH,231233010,I,416021,1416021,EDLITRWSCH,KEDHS2014416021,DHS,261,609,2
Wajir,6572776,Women with secondary or higher education,8.5,2014,KE2014DHS,ED_LITR_W_SCH,231233010,I,416022,1416022,EDLITRWSCH,KEDHS2014416022,DHS,212,532,2
Mandera,6761214,Women with secondary or higher education,10,2014,KE2014DHS,ED_LITR_W_SCH,231233010,I,416023,1416023,EDLITRWSCH,KEDHS2014416023,DHS,175,523,2
Eastern,6754800,Women with secondary or higher education,35.7,2014,KE2014DHS,ED_LITR_W_SCH,231233010,I,416004,1416030,EDLITRWSCH,KEDHS2014416004,DHS,4375,5247,1
Marsabit,4762878,Women with secondary or higher education,11.8,2014,KE2014DHS,ED_LITR_W_SCH,231233010,I,416031,1416031,EDLITRWSCH,KEDHS2014416031,DHS,115,575,2
Isiolo,7346624,Women with secondary or higher education,19.7,2014,KE2014DHS,ED_LITR_W_SCH,231233010,I,416032,1416032,EDLITRWSCH,KEDHS2014416032,DHS,104,606,2
Meru,7150094,Women with secondary or higher education,31.1,2014,KE2014DHS,ED_LITR_W_SCH,231233010,I,416033,1416033,EDLITRWSCH,KEDHS2014416033,DHS,1110,682,2
Tharaka-Nithi,3782931,Women with secondary or higher education,33.7,2014,KE2014DHS,ED_LITR_W_SCH,231233010,I,416034,1416034,EDLITRWSCH,KEDHS2014416034,DHS,275,528,2
Embu,5713283,Women with secondary or higher education,40.9,2014,KE2014DHS,ED_LITR_W_SCH,231233010,I,416035,1416035,EDLITRWSCH,KEDHS2014416035,DHS,459,645,2
